Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | M5S | Lega | PD | FI | FdI | LS | PaP | +Eu | NcI | CPI | C! | EV | Az | IV | SI | Art.1 | CI | Italexit | IpF | IC | AVS | NM | UP | ISP | DSP | Other
SWG | La7 | 2023-10-04 | 2023-10-09 | N | 1200 | N/A | 0.1 | 16.5 | 10.3 | 19.8 | 6.4 | 28.7 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 3.7 | 2.5 | N/A | N/A | N/A | 1.7 | N/A | N/A | 3.3 | N/A | 1.6 | N/A | N/A | 3.1
Piepoli | N/A | 2023-10-06 | 2023-10-06 | N | N/A | N/A | 0.5 | 16.5 | 9.5 | 20.0 | 6.0 | 28.5 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.5 | 3.0 | N/A | N/A | N/A | 2.0 | N/A | N/A | 4.0 | 1.5 | N/A | N/A | N/A | 3.0
Tecnè | Agenzia Dire | 2023-10-05 | 2023-10-06 | N | 1000 | N/A | 0.1 | 16.5 | 9.0 | 19.4 | 10.2 | 28.7 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | 3.7 | 2.3 | N/A | N/A | N/A | N/A | N/A | N/A | 3.3 | N/A | N/A | N/A | N/A | 4.6
Lab2101 | Affari Italiani | 2023-10-05 | 2023-10-05 | N | 1000 | N/A | 0.1 | 16.8 | 10.9 | 19.6 | 6.1 | 29.1 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | 3.8 | 3.3 | N/A | N/A | N/A | 2.6 | N/A | N/A | 3.7 | 0.4 | N/A | N/A | N/A | 1.4
Quorum – YouTrend | Sky TG24 | 2023-10-04 | 2023-10-05 | N | 802 | N/A | 0.1 | 15.2 | 9.3 | 19.5 | 6.0 | 29.7 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | 3.7 | 3.0 | N/A | N/A | N/A | 2.3 | N/A | N/A | 4.2 | N/A | N/A | N/A | N/A | 4.1
Ipsos | Corriere della Sera | 2023-10-03 | 2023-10-05 | N | 1000 | N/A | 0.1 | 16.9 | 10.1 | 18.5 | 7.0 | 29.8 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | 3.2 | 3.0 | N/A | N/A | N/A | 2.0 | N/A | N/A | 3.4 | 1.1 | 1.4 | N/A | 0.9 | 0.7
Index Research | Giornale Radio | 2023-10-04 | 2023-10-04 | N | 800 | N/A | 0.1 | 16.8 | 9.8 | 20.0 | 5.9 | 29.8 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 4.0 | 2.5 | N/A | N/A | N/A | 1.9 | N/A | N/A | 3.7 | N/A | N/A | N/A | N/A | 3.0
EMG | Rai 3 | 2023-10-03 | 2023-10-04 | N | N/A | N/A | 0.1 | 15.6 | 9.3 | 20.1 | 6.6 | 27.4 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | 4.7 | 4.1 | N/A | N/A | N/A | 2.9 | N/A | N/A | 3.0 | 1.4 | 0.9 | N/A | N/A | 1.3
Ixè | N/A | 2023-10-03 | 2023-10-03 | N | 1000 | N/A | 0.1 | 16.6 | 8.5 | 20.6 | 6.8 | 29.9 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | 3.9 | 2.1 | N/A | N/A | N/A | 2.1 | N/A | N/A | 3.6 | 0.9 | N/A | N/A | N/A | 2.3
Winpoll | La Repubblica | 2023-10-03 | 2023-10-03 | N | 1000 | N/A | 0.1 | 15.4 | 8.9 | 20.8 | 8.0 | 27.3 | N/A | N/A | 2.1 | N/A | N/A | N/A | N/A | 4.2 | 2.6 | N/A | N/A | N/A | 1.2 | N/A | N/A | 3.9 | N/A | 0.7 | N/A | N/A | 4.9
SWG | La7 | 2023-10-02 | 2023-10-02 | N | 1200 | N/A | 0.1 | 16.7 | 9.8 | 19.5 | 6.5 | 29.1 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 3.9 | 2.4 | N/A | N/A | N/A | 1.8 | N/A | N/A | 3.4 | N/A | 1.5 | N/A | N/A | 2.8
Euromedia | Rai 1 | 2023-10-02 | 2023-10-02 | N | 800 | N/A | 0.1 | 17.0 | 9.6 | 19.4 | 6.9 | 28.0 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 4.1 | 3.3 | N/A | N/A | N/A | 2.4 | N/A | N/A | 3.0 | 0.6 | N/A | N/A | N/A | 3.2
Tecnè | N/A | 2023-10-01 | 2023-10-02 | N | 1005 | N/A | 0.1 | 16.4 | 9.1 | 19.4 | 10.1 | 28.6 | N/A | N/A | 2.2 | N/A | N/A | N/A | N/A | 3.7 | 2.3 | N/A | N/A | N/A | N/A | N/A | N/A | 3.3 | N/A | N/A | N/A | N/A | 4.9
Tecnè | Agenzia Dire | 2023-09-28 | 2023-09-29 | N | 1001 | N/A | 0.1 | 16.6 | 9.0 | 19.3 | 10.1 | 28.5 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 3.6 | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | 3.3 | N/A | N/A | N/A | N/A | 4.8
Termometro Politico | La7 | 2023-09-27 | 2023-09-29 | N | 4000 | N/A | 0.1 | 16.5 | 9.5 | 19.3 | 6.3 | 29.7 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 3.5 | 2.4 | N/A | N/A | N/A | 2.5 | N/A | N/A | 3.0 | N/A | 1.5 | N/A | 1.5 | 1.9
Lab2101 | Affari Italiani | 2023-09-25 | 2023-09-28 | N | 1000 | N/A | 0.1 | 16.7 | 10.8 | 19.5 | 6.3 | 28.9 | N/A | N/A | 2.2 | N/A | N/A | N/A | N/A | 3.8 | 3.2 | N/A | N/A | N/A | 2.6 | N/A | N/A | 3.8 | 0.5 | N/A | N/A | N/A | 1.7
Eumetra | La7 | 2023-09-26 | 2023-09-27 | N | 800 | N/A | 0.1 | 16.8 | 9.8 | 19.7 | 6.7 | 28.9 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.9 | 2.9 | N/A | N/A | N/A | 1.6 | N/A | N/A | 3.4 | 0.7 | N/A | N/A | N/A | 3.1
EMG | Rai 3 | 2023-09-26 | 2023-09-27 | N | N/A | N/A | 0.1 | 15.9 | 9.6 | 20.0 | 6.4 | 27.2 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | 4.6 | 4.0 | N/A | N/A | N/A | 2.8 | N/A | N/A | 2.8 | 1.5 | 1.1 | N/A | N/A | 1.4
Piepoli | RaiNews24 | 2023-09-25 | 2023-09-26 | N | 508 | N/A | 0.5 | 16.5 | 9.5 | 19.5 | 6.0 | 29.0 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | 4.0 | 2.5 | N/A | N/A | N/A | 2.0 | N/A | N/A | 4.0 | 1.5 | N/A | N/A | N/A | 3.5
Tecnè | Agenzia Dire | 2023-09-24 | 2023-09-25 | N | 1000 | N/A | 0.1 | 16.6 | 9.1 | 19.3 | 10.0 | 28.4 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | 3.6 | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | 3.5 | N/A | N/A | N/A | N/A | 4.8
SWG | La7 | 2023-09-20 | 2023-09-25 | N | 1200 | N/A | 0.1 | 16.9 | 10.1 | 19.8 | 6.5 | 28.7 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 3.8 | 2.7 | N/A | N/A | N/A | 1.6 | N/A | N/A | 3.6 | N/A | 1.6 | N/A | N/A | 2.5
Tecnè | Agenzia Dire | 2023-09-21 | 2023-09-22 | N | 1000 | N/A | 0.1 | 16.4 | 9.0 | 19.1 | 10.1 | 28.4 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 3.7 | 2.3 | N/A | N/A | N/A | N/A | N/A | N/A | 3.4 | N/A | N/A | N/A | N/A | 4.9
Piepoli | N/A | 2023-09-21 | 2023-09-21 | N | N/A | N/A | 0.5 | 16.0 | 9.5 | 20.0 | 6.0 | 29.0 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 4.0 | 2.5 | N/A | N/A | N/A | 2.0 | N/A | N/A | 3.5 | 1.5 | N/A | N/A | N/A | 3.5
Quorum – YouTrend | Sky TG24 | 2023-09-19 | 2023-09-21 | N | 802 | N/A | 0.1 | 15.4 | 8.4 | 19.3 | 6.1 | 30.7 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | 3.9 | 3.4 | N/A | N/A | N/A | 1.8 | N/A | N/A | 4.4 | 0.9 | N/A | N/A | N/A | 3.7
Lab2101 | Affari Italiani | 2023-09-17 | 2023-09-21 | N | 1000 | N/A | 0.1 | 16.6 | 10.9 | 19.7 | 6.5 | 28.8 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | 3.6 | 3.0 | N/A | N/A | N/A | 2.5 | N/A | N/A | 3.9 | 0.4 | N/A | N/A | N/A | 1.8
EMG | Rai 3 | 2023-09-19 | 2023-09-20 | N | 1274 | N/A | 0.1 | 15.9 | 9.3 | 20.0 | 6.5 | 27.5 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 4.6 | 3.9 | N/A | N/A | N/A | 2.9 | N/A | N/A | 2.6 | 1.5 | 1.0 | N/A | N/A | 1.9
Termometro Politico | La7 | 2023-09-18 | 2023-09-20 | N | 4000 | N/A | 0.1 | 15.4 | 8.9 | 18.7 | 6.3 | 28.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 4.4 | 3.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 14.6
Demos & Pi | La Repubblica | 2023-09-18 | 2023-09-20 | N | 1010 | N/A | 0.1 | 17.2 | 7.8 | 20.4 | 6.6 | 28.6 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 4.0 | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | 3.6 | N/A | N/A | N/A | N/A | 6.8
Euromedia | N/A | 2023-09-19 | 2023-09-19 | N | 1000 | N/A | 0.1 | 16.6 | 10.4 | 19.2 | 7.0 | 27.6 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 4.1 | 3.0 | N/A | N/A | N/A | 1.8 | N/A | N/A | 2.8 | 0.7 | N/A | N/A | N/A | 4.3
Noto Sondaggi | Rai 1 | 2023-09-19 | 2023-09-19 | N | N/A | N/A | 0.5 | 17.0 | 10.5 | 19.0 | 7.0 | 27.5 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | 3.0 | 3.0 | N/A | N/A | N/A | 1.5 | N/A | N/A | 3.0 | 1.5 | N/A | N/A | N/A | 6.5
SWG | La7 | 2023-09-13 | 2023-09-18 | N | 1200 | N/A | 0.1 | 17.2 | 9.8 | 19.8 | 6.3 | 28.8 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 3.7 | 2.8 | N/A | N/A | N/A | 1.8 | N/A | N/A | 3.4 | N/A | 1.7 | N/A | N/A | 2.3
Tecné | Agenzia Dire | 2023-09-14 | 2023-09-15 | N | 1002 | N/A | 0.1 | 16.1 | 9.0 | 19.8 | 10.1 | 28.2 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.8 | 2.2 | N/A | N/A | N/A | N/A | N/A | N/A | 3.5 | N/A | N/A | N/A | N/A | 4.8
Ixè | N/A | 2023-09-14 | 2023-09-14 | N | N/A | N/A | 0.1 | 17.1 | 7.4 | 20.8 | 5.9 | 30.4 | N/A | N/A | 1.8 | N/A | N/A | N/A | N/A | 3.6 | 2.7 | N/A | N/A | N/A | 2.0 | N/A | N/A | 4.4 | 1.4 | N/A | N/A | N/A | N/A
Termometro Politico | N/A | 2023-09-12 | 2023-09-14 | N | 4200 | N/A | 0.1 | 16.0 | 9.5 | 19.5 | 6.9 | 29.2 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.5 | 2.6 | N/A | N/A | N/A | 2.7 | N/A | N/A | 2.9 | N/A | 1.5 | N/A | 1.5 | 1.7
EMG | Rai 3 | 2023-09-12 | 2023-09-13 | N | 1260 | N/A | 0.1 | 16.2 | 9.0 | 20.1 | 6.8 | 27.3 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 4.6 | 3.8 | N/A | N/A | N/A | 2.7 | N/A | N/A | 2.6 | 1.5 | 1.1 | N/A | N/A | 1.9
Quorum – YouTrend | Sky TG24 | 2023-09-12 | 2023-09-13 | N | 802 | N/A | 0.1 | 15.2 | 8.0 | 19.1 | 5.9 | 31.2 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | 3.9 | 3.5 | N/A | N/A | N/A | 1.9 | N/A | N/A | 4.5 | 1.0 | N/A | N/A | N/A | 3.8
Lab2101 | Affari Italiani | 2023-09-11 | 2023-09-13 | N | 1000 | N/A | 0.1 | 16.3 | 10.7 | 20.0 | 6.8 | 29.0 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 3.8 | 2.8 | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.8 | 0.5 | N/A | N/A | N/A | 1.6
Tecné | RTI | 2023-09-11 | 2023-09-11 | N | 1000 | N/A | 0.1 | 16.0 | 9.0 | 20.1 | 10.0 | 28.2 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | 3.8 | 2.3 | N/A | N/A | N/A | N/A | N/A | N/A | 3.6 | N/A | N/A | N/A | N/A | 4.7
Euromedia | Rai 1 | 2023-09-11 | 2023-09-11 | N | 800 | N/A | 0.1 | 16.9 | 10.6 | 19.3 | 7.0 | 27.7 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 4.0 | 3.2 | N/A | N/A | N/A | 2.0 | N/A | N/A | 2.7 | 0.5 | N/A | N/A | N/A | 3.5
Quorum – YouTrend | Sky TG24 | 2023-09-07 | 2023-09-11 | N | 802 | N/A | 0.1 | 15.0 | 7.6 | 19.5 | 5.7 | 31.7 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | 3.3 | 3.3 | N/A | N/A | N/A | 2.0 | N/A | N/A | 4.1 | 1.1 | N/A | N/A | N/A | 4.4
SWG | La7 | 2023-09-06 | 2023-09-11 | N | 1200 | N/A | 0.1 | 17.4 | 9.6 | 19.7 | 6.4 | 28.5 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | 3.8 | 2.6 | N/A | N/A | N/A | 1.9 | N/A | N/A | 3.3 | N/A | 1.7 | N/A | N/A | 2.4
Termometro Politico | N/A | 2023-09-08 | 2023-09-08 | N | 3200 | N/A | 0.1 | 16.1 | 8.4 | 19.4 | 7.1 | 29.1 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 3.3 | 2.7 | N/A | N/A | N/A | 2.6 | N/A | N/A | 3.0 | N/A | N/A | N/A | N/A | 5.7
Piepoli | N/A | 2023-09-08 | 2023-09-08 | N | N/A | N/A | 0.5 | 16.0 | 9.0 | 19.5 | 7.0 | 29.0 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.5 | 2.5 | N/A | N/A | N/A | 2.0 | N/A | N/A | 3.5 | 1.5 | N/A | N/A | N/A | 4.0
Tecné | Agenzia Dire | 2023-09-07 | 2023-09-08 | N | 1003 | N/A | 0.1 | 15.8 | 8.8 | 20.1 | 10.2 | 28.4 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 3.7 | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | 3.6 | N/A | N/A | N/A | N/A | 4.6
Quorum – YouTrend | Sky TG24 | 2023-09-06 | 2023-09-07 | N | 800 | N/A | 0.1 | 15.0 | 7.6 | 19.5 | 5.7 | 31.7 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | 3.3 | 3.3 | N/A | N/A | N/A | 2.0 | N/A | N/A | 4.1 | 1.1 | N/A | N/A | N/A | 4.4
Termometro Politico | N/A | 2023-09-05 | 2023-09-07 | N | 3100 | N/A | 0.1 | 16.1 | 9.4 | 19.4 | 7.1 | 29.1 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 3.3 | 2.7 | N/A | N/A | N/A | 2.6 | N/A | N/A | 3.0 | N/A | 1.4 | N/A | 1.6 | 1.9
Ipsos | Corriere della Sera | 2023-09-05 | 2023-09-07 | N | 1000 | N/A | 0.1 | 16.4 | 8.1 | 19.5 | 6.6 | 30.2 | N/A | N/A | 2.2 | N/A | N/A | N/A | N/A | 3.5 | 3.3 | N/A | N/A | N/A | 2.2 | N/A | N/A | 3.7 | 1.0 | 1.1 | N/A | 1.0 | 1.2
Lab2101 | Affari Italiani | 2023-09-02 | 2023-09-07 | N | 1000 | N/A | 0.1 | 16.1 | 10.6 | 20.1 | 7.0 | 29.1 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.7 | 2.8 | N/A | N/A | N/A | 2.4 | N/A | N/A | 3.7 | 0.4 | N/A | N/A | N/A | 1.6
SWG | La7 | 2023-09-04 | 2023-09-04 | N | 1200 | N/A | 0.1 | 16.9 | 9.4 | 20.1 | 6.4 | 28.2 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 3.5 | 2.8 | N/A | N/A | N/A | 2.2 | N/A | N/A | 3.3 | N/A | 1.9 | N/A | N/A | 2.7
Tecné | Agenzia Dire | 2023-09-03 | 2023-09-04 | N | 1005 | N/A | 0.1 | 15.6 | 8.9 | 20.3 | 10.1 | 28.3 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.6 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | 3.5 | N/A | N/A | N/A | N/A | 4.7
Tecné | Agenzia Dire | 2023-09-01 | 2023-09-01 | N | 1003 | N/A | 0.1 | 15.5 | 8.9 | 20.3 | 10.2 | 28.5 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.6 | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | 3.5 | N/A | N/A | N/A | N/A | 1.9
Lab2101 | Affari Italiani | 2023-09-01 | 2023-09-01 | N | 1000 | N/A | 0.1 | 16.0 | 10.6 | 20.2 | 7.1 | 29.0 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.8 | 2.9 | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.6 | 0.6 | N/A | N/A | N/A | 1.4
Euromedia | La Stampa | 2023-08-30 | 2023-08-31 | N | 1000 | N/A | 0.1 | 16.5 | 10.5 | 20.3 | 7.4 | 26.5 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 4.1 | 3.8 | N/A | N/A | N/A | 1.9 | N/A | N/A | 2.5 | 0.5 | N/A | N/A | N/A | 3.2
Quorum – YouTrend | Sky TG24 | 2023-08-29 | 2023-08-31 | N | 800 | N/A | 0.1 | 15.2 | 8.3 | 19.0 | 5.8 | 31.2 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | 4.1 | 2.5 | N/A | N/A | N/A | 2.2 | N/A | N/A | 3.7 | 1.3 | N/A | N/A | N/A | 4.7
BiDiMedia | N/A | 2023-08-28 | 2023-08-30 | N | 1005 | N/A | 0.1 | 15.8 | 9.3 | 20.2 | 6.4 | 29.1 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | 3.8 | 2.6 | N/A | N/A | N/A | 1.8 | N/A | N/A | 3.2 | 0.7 | 1.4 | N/A | 1.0 | 1.9
Termometro Politico | N/A | 2023-08-23 | 2023-08-24 | N | 3200 | N/A | 0.1 | 16.3 | 9.5 | 19.6 | 6.9 | 28.9 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 3.5 | 2.6 | N/A | N/A | N/A | 2.5 | N/A | N/A | 2.8 | N/A | 1.4 | N/A | 1.5 | 1.9
Lab2101 | Affari Italiani | 2023-08-01 | 2023-08-20 | N | 2000 | N/A | 0.1 | 15.9 | 10.4 | 20.0 | 7.3 | 29.1 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | 3.9 | 2.7 | N/A | N/A | N/A | 2.4 | N/A | N/A | 3.7 | 0.5 | N/A | N/A | N/A | 1.3
Lab2101 | Affari Italiani | 2023-08-10 | 2023-08-17 | N | 1000 | N/A | 0.1 | 15.9 | 10.3 | 20.1 | 7.1 | 29.2 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | 3.8 | 2.6 | N/A | N/A | N/A | 2.4 | N/A | N/A | 3.6 | 0.6 | N/A | N/A | N/A | 1.7
Lab2101 | Affari Italiani | 2023-08-08 | 2023-08-09 | N | 1000 | N/A | 0.1 | 15.8 | 10.2 | 20.2 | 7.3 | 29.4 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 3.9 | 2.7 | N/A | N/A | N/A | 2.6 | N/A | N/A | 3.4 | 0.7 | N/A | N/A | N/A | 1.2
Piepoli | N/A | 2023-08-05 | 2023-08-05 | N | N/A | N/A | 0.5 | 15.5 | 9.0 | 19.5 | 7.5 | 29.5 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.5 | 2.5 | N/A | N/A | N/A | 2.0 | N/A | N/A | 3.5 | 1.5 | N/A | N/A | N/A | 3.5
Demopolis | N/A | 2023-08-01 | 2023-08-02 | N | 1500 | N/A | 0.1 | 15.9 | 9.3 | 20.2 | 7.0 | 28.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 3.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 3.0 | N/A | N/A | N/A | N/A | 3.0
SWG | La7 | 2023-07-26 | 2023-07-31 | N | 1200 | N/A | 0.1 | 16.3 | 9.7 | 20.0 | 7.2 | 29.4 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 3.4 | 2.5 | N/A | N/A | N/A | 2.2 | N/A | N/A | 3.0 | N/A | 1.7 | N/A | N/A | 2.2
Tecnè | Agenzia Dire | 2023-07-27 | 2023-07-28 | N | 997 | N/A | 0.1 | 15.5 | 8.7 | 20.0 | 10.9 | 29.2 | N/A | N/A | 2.2 | N/A | N/A | N/A | N/A | 3.5 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | 3.4 | N/A | N/A | N/A | N/A | 4.1
Lab2101 | Affari Italiani | 2023-07-24 | 2023-07-28 | N | 1000 | N/A | 0.1 | 15.9 | 9.6 | 20.3 | 7.2 | 29.1 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | 4.2 | 2.8 | N/A | N/A | N/A | 2.5 | N/A | N/A | 3.6 | 0.5 | N/A | N/A | N/A | 1.6
Ipsos | N/A | 2023-07-27 | 2023-07-27 | N | 1000 | N/A | 0.1 | 16.3 | 8.4 | 19.3 | 6.0 | 30.4 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | 3.9 | 3.0 | N/A | N/A | N/A | 1.7 | N/A | N/A | 4.1 | 1.2 | 1.1 | N/A | 0.8 | 1.1
Termometro Politico | N/A | 2023-07-26 | 2023-07-27 | N | 3800 | N/A | 0.1 | 16.2 | 9.1 | 19.7 | 7.3 | 29.2 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 3.6 | 2.5 | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.0 | N/A | 1.5 | N/A | 1.5 | 1.7
Euromedia | La Stampa | 2023-07-26 | 2023-07-26 | N | 1000 | N/A | 0.1 | 16.0 | 9.8 | 20.8 | 7.3 | 27.2 | N/A | N/A | 2.2 | N/A | N/A | N/A | N/A | 4.3 | 4.0 | N/A | N/A | N/A | 2.2 | N/A | N/A | 2.5 | 0.5 | N/A | N/A | N/A | 3.2
BiDiMedia | N/A | 2023-07-24 | 2023-07-25 | N | 1000 | N/A | 0.1 | 15.5 | 9.2 | 20.1 | 7.4 | 28.2 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.4 | 2.8 | N/A | N/A | N/A | 1.9 | N/A | N/A | 3.2 | 0.7 | 1.4 | N/A | 1.1 | 2.6
SWG | La7 | 2023-07-19 | 2023-07-24 | N | 1200 | N/A | 0.1 | 16.0 | 9.6 | 19.6 | 7.2 | 29.2 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | 3.6 | 2.7 | N/A | N/A | N/A | 2.1 | N/A | N/A | 3.2 | N/A | 1.8 | N/A | N/A | 2.4
Noto Sondaggi | N/A | 2023-07-23 | 2023-07-23 | N | N/A | N/A | 0.5 | 16.0 | 8.0 | 20.0 | 8.0 | 28.5 | N/A | N/A | 1.5 | N/A | N/A | N/A | N/A | 4.0 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | 3.0 | 1.5 | N/A | N/A | N/A | 7.0
AnalisiPolitica | Libero Quotidiano | 2023-07-20 | 2023-07-21 | N | 1000 | N/A | 0.1 | 15.8 | 9.1 | 20.2 | 7.8 | 29.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 3.8 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 9.0
Tecnè | Agenzia Dire | 2023-07-20 | 2023-07-21 | N | 1000 | N/A | 0.1 | 15.4 | 8.7 | 20.2 | 11.1 | 28.8 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | 3.4 | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | 3.3 | N/A | N/A | N/A | N/A | 4.2
Termometro Politico | N/A | 2023-07-18 | 2023-07-20 | N | 3700 | N/A | 0.1 | 16.0 | 9.4 | 19.5 | 7.5 | 28.9 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 3.8 | 2.3 | N/A | N/A | N/A | 2.5 | N/A | N/A | 2.9 | N/A | 1.4 | N/A | 1.4 | 1.8
Quorum – YouTrend | Sky TG24 | 2023-07-18 | 2023-07-20 | N | 802 | N/A | 0.1 | 15.5 | 8.9 | 19.4 | 6.0 | 29.6 | N/A | N/A | 2.9 | N/A | N/A | N/A | N/A | 3.6 | 2.9 | N/A | N/A | N/A | 2.1 | N/A | N/A | 3.9 | 1.1 | N/A | N/A | N/A | 4.1
Lab2101 | Affari Italiani | 2023-07-15 | 2023-07-20 | N | 1000 | N/A | 0.1 | 15.8 | 9.4 | 20.4 | 7.5 | 29.2 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 4.3 | 2.9 | N/A | N/A | N/A | 2.4 | N/A | N/A | 3.7 | 0.6 | N/A | N/A | N/A | 1.2
Euromedia | La Stampa | 2023-07-19 | 2023-07-19 | N | 1000 | N/A | 0.1 | 16.5 | 10.1 | 21.0 | 7.1 | 27.2 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | 4.1 | 4.0 | N/A | N/A | N/A | 1.7 | N/A | N/A | 2.3 | 0.5 | N/A | N/A | N/A | 3.5
SWG | La7 | 2023-07-12 | 2023-07-17 | N | 1200 | N/A | 0.1 | 15.9 | 9.8 | 20.0 | 7.5 | 28.7 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | 3.4 | 2.9 | N/A | N/A | N/A | 2.2 | N/A | N/A | 3.1 | N/A | 1.8 | N/A | N/A | 2.1
Piepoli | N/A | 2023-07-14 | 2023-07-14 | N | N/A | N/A | 0.5 | 15.5 | 9.0 | 20.0 | 7.5 | 29.0 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | 3.5 | 3.0 | N/A | N/A | N/A | 2.5 | N/A | N/A | 3.0 | 1.5 | N/A | N/A | N/A | 3.5
Tecnè | Agenzia Dire | 2023-07-13 | 2023-07-14 | N | 998 | N/A | 0.1 | 15.5 | 8.7 | 20.1 | 11.0 | 29.0 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | 3.5 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | 3.2 | N/A | N/A | N/A | N/A | 4.1
